-BEGIN HEADER-,,,,,,,,,,,,
NASA/POWER Source Native Resolution Hourly Data ,,,,,,,,,,,,
Dates (month/day/year): 01/01/2021 through 12/31/2021 in LST,,,,,,,,,,,,
Location: Latitude  29.7807   Longitude 40.0982 ,,,,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 685.2 meters,,,,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,,,
Parameter(s): ,,,,,,,,,,,,
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) ,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) ,,,,,,,,,,,,
T2M                     MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,,,,
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/hour) ,,,,,,,,,,,,
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) ,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface Total PAR (Wh/m^2) ,,,,,,,,,,,,
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,,,,
PS                      MERRA-2 Surface Pressure (kPa) ,,,,,,,,,,,,
PSC                     MERRA-2 Corrected Atmospheric Pressure (Adjusted For Site Elevation) (kPa) ,,,,,,,,,,,,
-END HEADER-,,,,,,,,,,,,
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_UV_INDEX,T2M,PRECTOTCORR,ALLSKY_KT,CLRSKY_SFC_PAR_TOT,RH2M,PS,PSC
2021,1,1,0,0,0,8.03,1.94,-999,0,92.95,94,102.09
2021,1,1,1,0,0,8.02,1.78,-999,0,92.87,94,102.09
2021,1,1,2,0,0,8.03,1.54,-999,0,92.67,94,102.09
2021,1,1,3,0,0,8,0.1,-999,0,92.56,93.98,102.08
2021,1,1,4,0,0,7.92,0.08,-999,0,92.51,93.98,102.08
2021,1,1,5,0,0,7.86,0.07,-999,0,92.48,94,102.1
2021,1,1,6,0,0,7.71,0.07,-999,0,92.75,94.03,102.15
2021,1,1,7,22.27,0.03,7.6,0.07,0.31,9.38,92.79,94.08,102.2
2021,1,1,8,170.07,0.22,8.14,0.06,0.52,74.74,89.49,94.15,102.26
2021,1,1,9,351.33,1,9.14,0,0.63,154.07,84.07,94.2,102.28
2021,1,1,10,502.05,2.15,10.96,0,0.69,220.55,74.52,94.19,102.22
2021,1,1,11,593.85,3.08,12.8,0,0.72,261.63,65.86,94.13,102.1
2021,1,1,12,608.62,3.22,14.02,0,0.71,267.22,61.14,94.04,101.97
2021,1,1,13,565.95,2.78,14.98,0,0.7,247.83,57.5,93.97,101.86
2021,1,1,14,464.91,-999,15.43,0,0.68,215.98,55.49,93.92,101.79
2021,1,1,15,298.67,0.73,15.27,0,0.6,129.53,55.89,93.92,101.8
2021,1,1,16,123.18,0.1,14.07,0,0.48,52.48,61.35,93.96,101.88
2021,1,1,17,7.43,0,11.09,0,0.27,2.92,74.33,94.04,102.05
2021,1,1,18,0,0,10.6,0,-999,0,76.64,94.13,102.16
2021,1,1,19,0,0,10.29,0,-999,0,78.04,94.18,102.22
2021,1,1,20,0,0,9.52,0,-999,0,81.79,94.17,102.24
2021,1,1,21,0,0,8.22,0,-999,0,88.74,94.16,102.27
2021,1,1,22,0,0,7.31,0,-999,0,93.84,94.16,102.3
2021,1,1,23,0,0,6.57,0,-999,0,97.95,94.15,102.31
2021,1,2,0,0,0,5.97,0,-999,0,100,94.15,102.32
2021,1,2,1,0,0,5.44,0,-999,0,100,94.16,102.35
2021,1,2,2,0,0,4.94,0,-999,0,100,94.17,102.37
2021,1,2,3,0,0,4.94,0,-999,0,100,94.16,102.36
2021,1,2,4,0,0,5.26,0,-999,0,100,94.14,102.33
2021,1,2,5,0,0,5.31,0,-999,0,99.13,94.15,102.35
2021,1,2,6,0,0,4.68,0,-999,0,100,94.21,102.43
2021,1,2,7,22.77,0.03,4.77,0,0.32,9.65,100,94.26,102.48
2021,1,2,8,159.95,0.25,6.7,0,0.49,77.83,87.74,94.31,102.48
2021,1,2,9,327.73,1.15,8.79,0,0.59,158.65,76.36,94.33,102.44
2021,1,2,10,500.05,2.42,11.79,0,0.69,225.4,63,94.29,102.31
2021,1,2,11,599.1,3.47,14.64,0,0.72,266.63,55.86,94.21,102.14
2021,1,2,12,603.35,3.55,16.7,0,0.71,268.45,52.62,94.12,101.98
2021,1,2,13,559.83,3.05,17.64,0,0.69,248.95,51.18,94.06,101.89
2021,1,2,14,453.42,1.98,17.81,0,0.66,200.75,51.79,94.02,101.84
2021,1,2,15,293.65,0.82,17.44,0,0.59,129.88,53.99,94.02,101.85
2021,1,2,16,114.07,0.12,16.28,0,0.44,51.28,59.19,94.05,101.92
2021,1,2,17,7.43,0,14.03,0,0.26,3.08,67.3,94.08,102.01
2021,1,2,18,0,0,13.31,0,-999,0,68.51,94.14,102.1
2021,1,2,19,0,0,12.39,0,-999,0,70.5,94.18,102.16
2021,1,2,20,0,0,11.39,0,-999,0,73.21,94.19,102.21
2021,1,2,21,0,0,10.54,0,-999,0,75.8,94.18,102.22
2021,1,2,22,0,0,9.72,0,-999,0,78.82,94.16,102.23
2021,1,2,23,0,0,9.01,0,-999,0,82.16,94.16,102.25
2021,1,3,0,0,0,8.88,0,-999,0,82.87,94.15,102.23
2021,1,3,1,0,0,8.55,0,-999,0,84.99,94.13,102.22
2021,1,3,2,0,0,7.72,0,-999,0,90.62,94.11,102.22
2021,1,3,3,0,0,7.12,0,-999,0,94.98,94.07,102.21
2021,1,3,4,0,0,7.15,0,-999,0,95.36,94.06,102.19
2021,1,3,5,0,0,6.99,0,-999,0,96.73,94.07,102.2
2021,1,3,6,0,0,6.96,0,-999,0,96.66,94.1,102.24
2021,1,3,7,20.67,0.03,7.22,0,0.29,8.8,94.85,94.15,102.28
2021,1,3,8,147.95,0.25,8.5,0,0.45,70.45,87.65,94.2,102.3
2021,1,3,9,286.12,1.02,10.74,0,0.52,148.6,76.23,94.22,102.25
2021,1,3,10,448.5,2.28,14.02,0,0.62,215,62.9,94.16,102.1
2021,1,3,11,538.12,3.15,16.63,0,0.65,256.38,55.9,94.05,101.9
2021,1,3,12,570.83,3.33,18.19,0,0.67,257.2,52.67,93.93,101.74
2021,1,3,13,494.02,2.67,19.03,0,0.61,237.36,51.15,93.86,101.64
2021,1,3,14,406.83,1.8,19.25,0,0.59,189.35,51.05,93.84,101.6
2021,1,3,15,266.98,0.75,18.8,0,0.53,120.45,52.65,93.85,101.63
2021,1,3,16,113.03,0.12,17.27,0,0.43,49.52,57.9,93.88,101.7
2021,1,3,17,7.47,0,14.48,0,0.25,3.1,67.61,93.91,101.81
2021,1,3,18,0,0,13.07,0,-999,0,71.55,93.96,101.91
2021,1,3,19,0,0,11.86,0,-999,0,75.03,94.01,101.99
2021,1,3,20,0,0,10.72,0,-999,0,79.09,94.04,102.06
2021,1,3,21,0,0,9.82,0,-999,0,83.02,94.05,102.1
2021,1,3,22,0,0,9.09,0,-999,0,86.8,94.04,102.11
2021,1,3,23,0,0,8.44,0,-999,0,90.69,94.02,102.11
2021,1,4,0,0,0,7.81,0,-999,0,95.07,94.01,102.11
2021,1,4,1,0,0,7.21,0,-999,0,99.64,94.01,102.13
2021,1,4,2,0,0,7.02,0,-999,0,100,94.01,102.13
2021,1,4,3,0,0,7.14,0,-999,0,99.68,94.01,102.14
2021,1,4,4,0,0,7.28,0,-999,0,97.86,94.02,102.14
2021,1,4,5,0,0,7.3,0,-999,0,97.33,94.07,102.19
2021,1,4,6,0,0,7.14,0,-999,0,96.54,94.13,102.26
2021,1,4,7,21.38,0.03,7.18,0,0.3,9.1,95.56,94.15,102.29
2021,1,4,8,168.43,0.25,7.94,0,0.52,72.65,92.3,94.19,102.31
2021,1,4,9,309.3,1.1,9.73,0,0.56,155.37,85.18,94.24,102.31
2021,1,4,10,310.6,1.67,12.06,0,0.43,223.46,74.12,94.24,102.24
2021,1,4,11,485.9,3.08,13.67,0,0.59,266.45,67.14,94.17,102.12
2021,1,4,12,491.45,3.05,14.86,0,0.57,262.88,62.99,94.09,101.99
2021,1,4,13,513.8,2.9,15.71,0,0.63,244.85,60.27,94.01,101.89
2021,1,4,14,403.73,1.85,15.97,0,0.58,197.92,59.32,93.96,101.82
2021,1,4,15,289.58,0.82,15.67,0,0.57,126.95,60.22,93.97,101.84
2021,1,4,16,120.53,0.15,14.9,0,0.45,52.43,63.58,94.02,101.92
2021,1,4,17,8.45,0,13.3,0,0.26,3.5,70.76,94.07,102.01
2021,1,4,18,0,0,12.61,0,-999,0,73.34,94.1,102.08
2021,1,4,19,0,0,12.16,0,-999,0,74.53,94.15,102.15
2021,1,4,20,0,0,11.86,0,-999,0,75.2,94.21,102.21
2021,1,4,21,0,0,11.54,0,-999,0,75.91,94.2,102.22
2021,1,4,22,0,0,11.03,0,-999,0,77.59,94.18,102.21
2021,1,4,23,0,0,10.65,0,-999,0,78.74,94.16,102.19
2021,1,5,0,0,0,10.35,0,-999,0,79.46,94.11,102.15
2021,1,5,1,0,0,9.7,0,-999,0,82.23,94.08,102.14
2021,1,5,2,0,0,9.7,0,-999,0,81.61,94.09,102.15
2021,1,5,3,0,0,9.89,0,-999,0,79.96,94.09,102.14
2021,1,5,4,0,0,9.82,0,-999,0,79.86,94.11,102.16
2021,1,5,5,0,0,9.71,0,-999,0,79.99,94.16,102.22
2021,1,5,6,0,0,9.57,0,-999,0,80.17,94.21,102.29
2021,1,5,7,21.5,0.03,9.55,0,0.31,9.3,79.19,94.27,102.35
2021,1,5,8,131.88,0.25,10.31,0,0.4,75.17,74.45,94.32,102.38
2021,1,5,9,284.83,1.17,12.41,0,0.51,156.41,67.4,94.34,102.34
2021,1,5,10,428.55,2.42,13.98,0,0.59,224.1,62.21,94.29,102.24
2021,1,5,11,553.58,3.75,14.67,0,0.67,266.63,59.62,94.2,102.12
2021,1,5,12,554.25,3.83,15.08,0,0.64,270.75,58.1,94.12,102.02
2021,1,5,13,464.75,3.2,16.12,0,0.57,252.28,54.48,94.07,101.93
2021,1,5,14,456.88,2.22,16.5,0,0.66,204.5,52.61,94.04,101.9
2021,1,5,15,299.5,0.98,16.21,0,0.59,133.98,53.27,94.06,101.92
2021,1,5,16,125.47,0.17,14.88,0,0.46,55.35,58.93,94.1,102.01
2021,1,5,17,9.25,0,11.45,0,0.27,3.85,72.78,94.15,102.16
2021,1,5,18,0,0,10.54,0,-999,0,76.3,94.21,102.25
2021,1,5,19,0,0,10.16,0,-999,0,77.19,94.24,102.29
2021,1,5,20,0,0,9.59,0,-999,0,78.58,94.25,102.33
2021,1,5,21,0,0,8.9,0,-999,0,79.95,94.25,102.35
2021,1,5,22,0,0,8.26,0,-999,0,80.61,94.26,102.37
2021,1,5,23,0,0,7.38,0,-999,0,82.24,94.27,102.41
2021,1,6,0,0,0,6.97,0,-999,0,80.98,94.28,102.44
2021,1,6,1,0,0,6.56,0,-999,0,80.06,94.3,102.47
2021,1,6,2,0,0,5.79,0,-999,0,81.49,94.3,102.49
2021,1,6,3,0,0,5.31,0,-999,0,81.71,94.29,102.5
2021,1,6,4,0,0,4.94,0,-999,0,81.43,94.31,102.52
2021,1,6,5,0,0,4.64,0,-999,0,80.88,94.34,102.57
2021,1,6,6,0,0,4.33,0,-999,0,80.16,94.4,102.64
2021,1,6,7,22.17,0.03,4.54,0,0.32,9.57,77.26,94.46,102.7
2021,1,6,8,177.82,0.28,7.1,0,0.55,79.55,63.24,94.52,102.69
2021,1,6,9,353.58,1.2,9.3,0,0.64,163.31,54.87,94.57,102.68
2021,1,6,10,469.83,2.38,13.09,0,0.65,231.81,47.88,94.55,102.55
2021,1,6,11,611.8,3.7,15.34,0,0.73,274.78,46.8,94.47,102.39
2021,1,6,12,634.25,3.95,16.39,0,0.73,281.29,44.6,94.36,102.25
2021,1,6,13,598.88,3.45,16.92,0,0.73,263.88,42.39,94.29,102.16
2021,1,6,14,490.6,2.28,17.03,0,0.7,217.11,40.69,94.29,102.15
2021,1,6,15,330.62,1,16.63,0,0.64,146.32,40.16,94.32,102.2
2021,1,6,16,145.35,0.17,14.87,0,0.53,63.15,46.4,94.36,102.29
2021,1,6,17,10.62,0,11.39,0,0.3,4.35,55.92,94.39,102.43
2021,1,6,18,0,0,9.99,0,-999,0,56.62,94.43,102.51
2021,1,6,19,0,0,9.02,0,-999,0,56.77,94.45,102.56
2021,1,6,20,0,0,8.03,0,-999,0,57.77,94.47,102.61
2021,1,6,21,0,0,7.17,0,-999,0,59.18,94.47,102.64
2021,1,6,22,0,0,6.48,0,-999,0,60.64,94.46,102.65
2021,1,6,23,0,0,6.16,0,-999,0,61.19,94.45,102.64
2021,1,7,0,0,0,6.16,0,-999,0,60.86,94.44,102.63
2021,1,7,1,0,0,5.73,0,-999,0,62.05,94.44,102.65
2021,1,7,2,0,0,4.94,0,-999,0,63.8,94.43,102.66
2021,1,7,3,0,0,4.26,0,-999,0,65.42,94.38,102.63
2021,1,7,4,0,0,3.81,0,-999,0,66.56,94.35,102.61
2021,1,7,5,0,0,3.87,0,-999,0,65.71,94.34,102.6
2021,1,7,6,0,0,4.43,0,-999,0,63.55,94.36,102.6
2021,1,7,7,24.2,0.03,4.73,0,0.35,10.15,63.14,94.41,102.64
2021,1,7,8,152.5,0.25,6.18,0,0.47,84.8,56.33,94.47,102.66
2021,1,7,9,319.12,1.2,7.83,0,0.57,169.58,50.03,94.51,102.65
2021,1,7,10,434.35,2.42,11.23,0,0.6,237.4,38.44,94.5,102.55
2021,1,7,11,522,3.55,13.37,0,0.63,279.38,32.38,94.42,102.39
2021,1,7,12,551.72,3.9,14.48,0,0.64,288.62,30.28,94.32,102.26
2021,1,7,13,510.25,3.45,14.93,0,0.62,270.3,29.65,94.25,102.17
2021,1,7,14,378.6,2.08,14.37,0,0.54,222.65,30.83,94.23,102.17
2021,1,7,15,248.95,0.9,13.58,0,0.48,150.62,32.94,94.25,102.2
2021,1,7,16,114.6,0.15,12.35,0,0.41,65.58,38.44,94.25,102.25
2021,1,7,17,10.62,0,9.81,0,0.28,4.65,47.76,94.27,102.34
2021,1,7,18,0,0,8.25,0,-999,0,50.87,94.3,102.42
2021,1,7,19,0,0,6.96,0,-999,0,53.16,94.35,102.51
2021,1,7,20,0,0,6.1,0,-999,0,54.17,94.36,102.55
2021,1,7,21,0,0,5.38,0,-999,0,54.75,94.36,102.57
2021,1,7,22,0,0,4.72,0,-999,0,55.38,94.34,102.57
2021,1,7,23,0,0,4.17,0,-999,0,56.26,94.33,102.57
2021,1,8,0,0,0,3.68,0,-999,0,57.09,94.33,102.59
2021,1,8,1,0,0,3.24,0,-999,0,58.11,94.33,102.6
2021,1,8,2,0,0,2.86,0,-999,0,58.88,94.32,102.6
2021,1,8,3,0,0,2.57,0,-999,0,59.26,94.28,102.56
2021,1,8,4,0,0,2.37,0,-999,0,59.06,94.26,102.55
2021,1,8,5,0,0,2.24,0,-999,0,58.57,94.28,102.58
2021,1,8,6,0,0,2.11,0,-999,0,58.29,94.31,102.61
2021,1,8,7,24.1,0.03,2.28,0,0.35,9.8,58.87,94.35,102.65
2021,1,8,8,193.15,0.25,5.09,0,0.59,83.03,48.82,94.38,102.6
2021,1,8,9,382.6,1.15,7.27,0,0.69,167.38,41.56,94.4,102.56
2021,1,8,10,536.55,2.45,11.18,0,0.73,235.47,32.03,94.38,102.42
2021,1,8,11,630.85,3.47,13.57,0,0.75,277.52,27.64,94.29,102.25
2021,1,8,12,668.62,3.95,14.6,0,0.77,295.33,26.28,94.2,102.12
2021,1,8,13,628.58,3.45,15.11,0,0.76,277.32,25.42,94.14,102.05
2021,1,8,14,520.45,2.28,15.15,0,0.74,230.07,24.99,94.12,102.02
2021,1,8,15,357.23,0.98,14.62,0,0.69,158.07,25.59,94.13,102.05
2021,1,8,16,162.82,0.17,12.67,0,0.58,70.92,33.29,94.16,102.14
2021,1,8,17,12.55,0,8.54,0,0.32,5.05,44.13,94.19,102.29
2021,1,8,18,0,0,7.13,0,-999,0,43.37,94.22,102.36
2021,1,8,19,0,0,6.23,0,-999,0,42.66,94.24,102.42
2021,1,8,20,0,0,5.42,0,-999,0,43.11,94.25,102.45
2021,1,8,21,0,0,4.74,0,-999,0,43.96,94.25,102.46
2021,1,8,22,0,0,4.3,0,-999,0,44.97,94.24,102.48
2021,1,8,23,0,0,4.18,0,-999,0,45.71,94.22,102.45
2021,1,9,0,0,0,3.86,0,-999,0,46.74,94.2,102.44
2021,1,9,1,0,0,3.52,0,-999,0,47.49,94.2,102.45
2021,1,9,2,0,0,3.05,0,-999,0,49.09,94.18,102.45
2021,1,9,3,0,0,2.71,0,-999,0,50.28,94.17,102.44
2021,1,9,4,0,0,2.81,0,-999,0,50.32,94.16,102.43
2021,1,9,5,0,0,3.11,0,-999,0,50.07,94.19,102.46
2021,1,9,6,0,0,3.2,0,-999,0,50.36,94.22,102.49
2021,1,9,7,21.67,0.03,3.56,0,0.31,9.87,49.1,94.25,102.5
2021,1,9,8,163.02,0.22,5.11,0,0.5,83.79,39.77,94.29,102.5
2021,1,9,9,332.55,1.1,6.77,0,0.6,169.02,36.69,94.33,102.49
2021,1,9,10,471.58,2.35,9.7,0,0.64,237.62,33.95,94.31,102.39
2021,1,9,11,547.53,3.38,12.75,0,0.65,280.3,38.05,94.22,102.2
2021,1,9,12,546.88,3.7,14.83,0,0.63,288.45,42.75,94.12,102.04
2021,1,9,13,467.6,2.95,15.8,0,0.57,270.07,43.9,94.06,101.94
2021,1,9,14,342.1,1.8,16,0,0.48,222.28,45.15,94.03,101.9
2021,1,9,15,220.52,0.77,15.63,0,0.42,149.8,47.33,94.03,101.91
2021,1,9,16,88.38,0.12,14.28,0,0.31,65.18,53.68,94.07,101.99
2021,1,9,17,10.98,0,11.63,0,0.26,5,62.14,94.15,102.15
2021,1,9,18,0,0,10.67,0,-999,0,63,94.21,102.25
2021,1,9,19,0,0,9.67,0,-999,0,63.37,94.25,102.32
2021,1,9,20,0,0,8.75,0,-999,0,61.97,94.26,102.36
2021,1,9,21,0,0,7.83,0,-999,0,59.58,94.28,102.4
2021,1,9,22,0,0,6.86,0,-999,0,57.43,94.26,102.41
2021,1,9,23,0,0,6,0,-999,0,56.08,94.22,102.4
2021,1,10,0,0,0,5.27,0,-999,0,56.27,94.21,102.41
2021,1,10,1,0,0,4.7,0,-999,0,57.85,94.21,102.43
2021,1,10,2,0,0,4.24,0,-999,0,59.93,94.21,102.45
2021,1,10,3,0,0,3.89,0,-999,0,61.78,94.19,102.43
2021,1,10,4,0,0,3.62,0,-999,0,63.15,94.18,102.43
2021,1,10,5,0,0,3.41,0,-999,0,64.68,94.2,102.45
2021,1,10,6,0,0,3.3,0,-999,0,66.78,94.25,102.51
2021,1,10,7,17.75,0.03,3.78,0,0.26,9.18,67.23,94.3,102.55
2021,1,10,8,153.65,0.2,6.18,0,0.47,78.27,57.69,94.35,102.54
2021,1,10,9,292.42,0.93,8.27,0,0.52,162.05,51.96,94.41,102.54
2021,1,10,10,391.8,1.85,11.62,0,0.53,231.2,46.04,94.41,102.44
2021,1,10,11,505.1,3.03,14.88,0,0.6,274.78,45.83,94.35,102.28
2021,1,10,12,529.83,3.15,16.34,0,0.61,272.57,44.61,94.26,102.14
2021,1,10,13,533.55,2.78,17.03,0,0.64,255.36,43.13,94.19,102.05
2021,1,10,14,431.25,1.85,17.18,0,0.61,208.62,42.41,94.17,102.02
2021,1,10,15,259.6,0.77,16.77,0,0.49,138.44,42.82,94.19,102.05
2021,1,10,16,135.48,0.15,14.98,0,0.47,59.55,50.86,94.22,102.14
2021,1,10,17,10.65,0,11.26,0,0.24,4.93,60.84,94.27,102.3
2021,1,10,18,0,0,9.9,0,-999,0,63.32,94.33,102.4
2021,1,10,19,0,0,9.04,0,-999,0,64.38,94.38,102.48
2021,1,10,20,0,0,8.17,0,-999,0,65.11,94.41,102.54
2021,1,10,21,0,0,7.36,0,-999,0,65.88,94.42,102.58
2021,1,10,22,0,0,6.62,0,-999,0,66.99,94.41,102.59
2021,1,10,23,0,0,5.94,0,-999,0,68.57,94.38,102.58
2021,1,11,0,0,0,5.37,0,-999,0,69.82,94.39,102.6
2021,1,11,1,0,0,5.02,0,-999,0,70.36,94.43,102.65
2021,1,11,2,0,0,4.86,0,-999,0,70.46,94.44,102.67
2021,1,11,3,0,0,4.71,0,-999,0,71.37,94.43,102.66
2021,1,11,4,0,0,4.49,0,-999,0,73.37,94.41,102.65
2021,1,11,5,0,0,4.34,0,-999,0,75.43,94.43,102.68
2021,1,11,6,0,0,4.31,0,-999,0,77.08,94.49,102.74
2021,1,11,7,23.02,0.03,4.58,0,0.33,9.67,77.29,94.54,102.79
2021,1,11,8,189.32,0.28,6.77,0,0.58,81.9,69.04,94.6,102.78
2021,1,11,9,380.42,1.27,8.88,0,0.68,166.55,61.15,94.65,102.78
2021,1,11,10,538.45,2.67,12.77,0,0.73,236.43,45.98,94.68,102.7
2021,1,11,11,639.85,3.88,16.17,0,0.76,280.63,32.2,94.64,102.55
2021,1,11,12,670.78,4.28,17.2,0,0.76,293.95,28.9,94.57,102.45
2021,1,11,13,580.31,-999,17.83,0,0.7,269.25,26.94,94.51,102.37
2021,1,11,14,532.88,2.55,18.05,0,0.74,231.83,25.91,94.49,102.34
2021,1,11,15,371.3,1.15,17.73,0,0.7,160.67,26.28,94.49,102.35
2021,1,11,16,176.57,0.22,15.59,0,0.6,74.5,41.46,94.49,102.41
2021,1,11,17,15.75,0.03,12.75,0,0.34,6.18,41.35,94.53,102.53
2021,1,11,18,0,0,11.4,0,-999,0,43.31,94.57,102.62
2021,1,11,19,0,0,10.41,0,-999,0,45.44,94.62,102.7
2021,1,11,20,0,0,9.56,0,-999,0,47.36,94.64,102.74
2021,1,11,21,0,0,8.81,0,-999,0,48.89,94.65,102.79
2021,1,11,22,0,0,8.19,0,-999,0,50.01,94.65,102.8
2021,1,11,23,0,0,7.76,0,-999,0,50.33,94.62,102.78
2021,1,12,0,0,0,7.58,0,-999,0,50.51,94.61,102.77
2021,1,12,1,0,0,7.47,0,-999,0,50.6,94.61,102.77
2021,1,12,2,0,0,7.26,0,-999,0,51.03,94.6,102.78
2021,1,12,3,0,0,6.78,0,-999,0,52.58,94.58,102.77
2021,1,12,4,0,0,6.06,0,-999,0,55.24,94.56,102.76
2021,1,12,5,0,0,5.33,0,-999,0,57.95,94.57,102.8
2021,1,12,6,0,0,4.68,0,-999,0,60.3,94.6,102.85
2021,1,12,7,30.38,0.03,4.5,0,0.44,11.15,61.44,94.63,102.89
2021,1,12,8,222.77,0.32,7.19,0,0.68,92.14,54.75,94.68,102.86
2021,1,12,9,423.5,1.42,9.64,0,0.76,179.35,45.25,94.72,102.83
2021,1,12,10,583.28,2.95,13.12,0,0.79,248.42,36.03,94.73,102.74
2021,1,12,11,684.62,4.25,16.61,0,0.81,291.61,26.02,94.65,102.56
2021,1,12,12,715.12,4.68,17.98,0,0.81,304.47,23.1,94.55,102.41
2021,1,12,13,676.58,4.12,18.55,0,0.81,287.77,22.2,94.47,102.31
2021,1,12,14,562.62,2.78,18.67,0,0.78,241.42,21.95,94.42,102.25
2021,1,12,15,391.55,1.27,18.27,0,0.73,169.87,22.72,94.38,102.22
2021,1,12,16,186.77,0.25,16.38,0,0.63,81.3,35.64,94.36,102.25
2021,1,12,17,18.4,0.03,13.39,0,0.38,7,36.05,94.37,102.35
2021,1,12,18,0,0,11.68,0,-999,0,38.6,94.43,102.46
2021,1,12,19,0,0,10.31,0,-999,0,41.81,94.45,102.52
2021,1,12,20,0,0,9.11,0,-999,0,44.54,94.46,102.56
2021,1,12,21,0,0,8.1,0,-999,0,46.56,94.44,102.57
2021,1,12,22,0,0,7.17,0,-999,0,48.41,94.41,102.57
2021,1,12,23,0,0,6.23,0,-999,0,50.66,94.35,102.53
2021,1,13,0,0,0,5.34,0,-999,0,52.83,94.29,102.5
2021,1,13,1,0,0,4.62,0,-999,0,54.48,94.27,102.49
2021,1,13,2,0,0,3.96,0,-999,0,55.74,94.25,102.49
2021,1,13,3,0,0,3.36,0,-999,0,56.58,94.22,102.48
2021,1,13,4,0,0,2.82,0,-999,0,57.36,94.2,102.47
2021,1,13,5,0,0,2.32,0,-999,0,58.4,94.2,102.49
2021,1,13,6,0,0,2.02,0,-999,0,59.25,94.23,102.53
2021,1,13,7,31.38,0.03,2.29,0,0.45,11.82,58.34,94.24,102.54
2021,1,13,8,223.85,0.35,5.68,0,0.68,95.4,46.13,94.25,102.45
2021,1,13,9,425.92,1.58,8.3,0,0.76,183.65,39.23,94.27,102.38
2021,1,13,10,589.15,3.2,11.34,0,0.8,252.99,34.01,94.23,102.25
2021,1,13,11,684.2,4.57,15.59,0,0.81,295.93,25.48,94.1,101.99
2021,1,13,12,682.12,4.88,17.2,0,0.77,306.1,22.96,93.95,101.78
2021,1,13,13,582.58,4.15,17.55,0,0.69,288.82,21.98,93.84,101.65
2021,1,13,14,438.05,2.65,17.86,0,0.61,241.79,21.1,93.77,101.57
2021,1,13,15,258.5,1.15,17.37,0,0.48,168.1,23.72,93.71,101.52
2021,1,13,16,113.72,0.22,14.52,0,0.38,78.68,34.71,93.69,101.57
2021,1,13,17,9.88,0,12.28,0,0.19,6.98,38.17,93.67,101.61
2021,1,13,18,0,0,11.65,0,-999,0,38.47,93.66,101.62
2021,1,13,19,0,0,11.18,0,-999,0,39.34,93.65,101.62
2021,1,13,20,0,0,10.71,0,-999,0,40.35,93.63,101.62
2021,1,13,21,0,0,10.47,0,-999,0,40.52,93.59,101.58
2021,1,13,22,0,0,10.38,0,-999,0,40.75,93.56,101.55
2021,1,13,23,0,0,10.07,0,-999,0,42.55,93.51,101.51
2021,1,14,0,0,0,9.74,0,-999,0,45.22,93.47,101.48
2021,1,14,1,0,0,9.62,0,-999,0,46.95,93.46,101.46
2021,1,14,2,0,0,9.48,0,-999,0,48.26,93.42,101.43
2021,1,14,3,0,0,9.3,0,-999,0,49.32,93.35,101.36
2021,1,14,4,0,0,9.19,0,-999,0,49.8,93.31,101.31
2021,1,14,5,0,0,9.06,0,-999,0,50.62,93.3,101.31
2021,1,14,6,0,0,8.92,0,-999,0,51.5,93.31,101.32
2021,1,14,7,13,0.03,9.15,0,0.18,9.65,50.96,93.31,101.32
2021,1,14,8,34.53,0.08,10.96,0,0.1,79.48,45.04,93.33,101.29
2021,1,14,9,211.05,1.05,12.39,0,0.37,164.28,43.06,93.36,101.28
2021,1,14,10,317.52,2.08,13.65,0,0.43,232.82,42.41,93.33,101.21
2021,1,14,11,371.02,3.03,15.51,0,0.44,275.43,44.75,93.22,101.04
2021,1,14,12,362.88,3,16.79,0.23,0.41,287.95,51.91,93.1,100.87
2021,1,14,13,332.4,2.67,17.41,1.14,0.39,268.88,56.94,93.02,100.77
2021,1,14,14,248.3,1.65,18.11,2.7,0.34,219.63,58.24,92.98,100.71
2021,1,14,15,151.27,0.73,17.73,3.46,0.28,147.38,61.98,92.98,100.71
2021,1,14,16,62.5,0.12,16.37,2.5,0.2,64.73,70.97,92.98,100.75
2021,1,14,17,13.27,0.03,14.66,0.82,0.25,6.35,82.08,93.03,100.86
2021,1,14,18,0,0,13.99,0.2,-999,0,85.32,93.1,100.95
2021,1,14,19,0,0,13.02,0.05,-999,0,84.2,93.12,101
2021,1,14,20,0,0,11.87,0,-999,0,80.26,93.13,101.04
2021,1,14,21,0,0,10.91,2.23,-999,0,75.46,93.19,101.13
2021,1,14,22,0,0,9.57,0,-999,0,69.62,93.25,101.24
2021,1,14,23,0,0,8.29,0,-999,0,64.91,93.3,101.33
